templateName	attackSpeed	speedSkill	damageSkill	toughnessSkill	pointBlankRange	pointBlankAccuracy	idealRange	idealAccuracy	maxRange	maxRangeAccuracy	accuracySkill	categoryAccuracySkill	defenseSkill	defenseSkill2	weaponFamily	postureMultiplier	secondaryDefenseSkill	secondaryDefenseResult	woundsRatio	armorPiercing
object/weapon/melee/2h_sword/crafted_saber/sword_lightsaber_two_handed_s9_gen3.iff	4.8	twohandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	twohandlightsaber_accuracy	melee_accuracy	melee_defense		twohandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/2h_sword/crafted_saber/sword_lightsaber_two_handed_s9_gen4.iff	4.8	twohandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	twohandlightsaber_accuracy	melee_accuracy	melee_defense		twohandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/2h_sword/crafted_saber/sword_lightsaber_two_handed_s9_gen4_ranged.iff	4.8	twohandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	twohandlightsaber_accuracy	melee_accuracy	melee_defense		twohandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/axe/axe_heavy_duty.iff	5.0	twohandmelee_speed		twohandmelee_toughness	0.0	0.0	3.0	0.0	5.0	0.0	twohandmelee_accuracy	melee_accuracy	melee_defense		twohandmelee	1.0	counterattack	COUNTER	15	2
object/weapon/melee/axe/axe_vibroaxe.iff	5.0	twohandmelee_speed		twohandmelee_toughness	0.0	-20.0	3.0	-20.0	5.0	-20.0	twohandmelee_accuracy	melee_accuracy	melee_defense		twohandmelee	1.0	counterattack	COUNTER	20	1
object/weapon/melee/baton/baton_gaderiffi.iff	4.0	onehandmelee_speed		onehandmelee_toughness	0.0	-8.0	3.0	-8.0	4.0	-8.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	25	0
object/weapon/melee/baton/baton_stun.iff	2.8	onehandmelee_speed		onehandmelee_toughness	0.0	0.0	2.0	0.0	4.0	0.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	10	0
object/weapon/melee/baton/baton_stun_ranged.iff	2.8	onehandmelee_speed		onehandmelee_toughness	0.0	0.0	2.0	0.0	32.0	0.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	10	0
object/weapon/melee/baton/victor_baton_gaderiffi.iff	3.8	onehandmelee_speed		onehandmelee_toughness	0.0	-13.0	3.0	-13.0	5.0	-13.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	16	1
object/weapon/melee/knife/knife_dagger.iff	3.0	onehandmelee_speed		onehandmelee_toughness	0.0	25.0	3.0	25.0	4.0	25.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	9	0
object/weapon/melee/knife/knife_donkuwah.iff	4.5	onehandmelee_speed		onehandmelee_toughness	0.0	3.0	3.0	3.0	4.0	3.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	6	0
object/weapon/melee/knife/knife_janta.iff	3.0	onehandmelee_speed		onehandmelee_toughness	0.0	3.0	3.0	3.0	4.0	3.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	6	0
object/weapon/melee/knife/knife_stone.iff	3.0	onehandmelee_speed		onehandmelee_toughness	0.0	5.0	3.0	5.0	4.0	5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/knife/knife_stone_noob.iff	3.0	onehandmelee_speed		onehandmelee_toughness	0.0	-6.0	1.0	-10.0	4.0	-10.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/knife/knife_survival.iff	3.25	onehandmelee_speed		onehandmelee_toughness	0.0	30.0	3.0	30.0	4.0	30.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	8	0
object/weapon/melee/knife/knife_vibroblade.iff	3.25	onehandmelee_speed		onehandmelee_toughness	0.0	5.0	3.0	5.0	4.0	5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	12	1
object/weapon/melee/knife/knife_vibroblade_quest.iff	3.2	onehandmelee_speed		onehandmelee_toughness	0.0	5.0	3.0	5.0	4.0	5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	1
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen1.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen2.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen2_ranged.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen3.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen3_ranged.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen4.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_gen4_ranged.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0		melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s1.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s1_gen1.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s1_gen2.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s1_gen3.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s1_gen4.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2_gen1.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2_gen2.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2_gen3.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2_gen4.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/polearm/crafted_saber/sword_lightsaber_polearm_s2_gen4_ranged.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/polearm/lance_controllerfp.iff	5.15	polearm_speed		polearm_toughness	0.0	10.0	3.0	10.0	5.0	10.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	14	0
object/weapon/melee/polearm/lance_controllerfp_nightsister.iff	5.15	polearm_speed		polearm_toughness	0.0	7.0	3.0	7.0	5.0	7.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	14	0
object/weapon/melee/polearm/lance_lightsaber_01.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	5.0	15.0	7.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/lance_lightsaber_02.iff	5.1	polearmlightsaber_speed		lightsaber_toughness	0.0	20.0	5.0	15.0	7.0	5.0	polearmlightsaber_accuracy	melee_accuracy	melee_defense		polearmlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/polearm/lance_nightsister.iff	3.0	polearm_speed		polearm_toughness	0.0	7.0	5.0	7.0	6.0	7.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	18	1
object/weapon/melee/polearm/lance_nightsister_npc_version.iff	3.0	polearm_speed		polearm_toughness	6.0	0.0	6.0	3.0	6.0	5.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	18	0
object/weapon/melee/polearm/lance_staff_janta.iff	5.8	polearm_speed		polearm_toughness	0.0	6.0	3.0	6.0	5.0	6.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	7	0
object/weapon/melee/polearm/lance_staff_janta_ranged.iff	5.8	polearm_speed		polearm_toughness	0.0	6.0	3.0	6.0	32.0	6.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	7	0
object/weapon/melee/polearm/lance_staff_metal.iff	5.0	polearm_speed		polearm_toughness	0.0	0.0	3.0	0.0	5.0	0.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	7	0
object/weapon/melee/polearm/lance_staff_metal_ranged.iff	5.0	polearm_speed		polearm_toughness	0.0	0.0	3.0	0.0	32.0	0.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	7	0
object/weapon/melee/polearm/lance_staff_wood_s1.iff	4.75	polearm_speed		polearm_toughness	0.0	20.0	3.0	20.0	5.0	20.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	5	0
object/weapon/melee/polearm/lance_staff_wood_s2.iff	4.75	polearm_speed		polearm_toughness	0.0	10.0	3.0	10.0	5.0	10.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	5	0
object/weapon/melee/polearm/lance_vibrolance.iff	4.0	polearm_speed		polearm_toughness	0.0	-15.0	3.0	-15.0	5.0	-15.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	27	1
object/weapon/melee/polearm/lance_vibrolance_ranged.iff	4.0	polearm_speed		polearm_toughness	0.0	-15.0	3.0	-15.0	32.0	-15.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	27	1
object/weapon/melee/polearm/polearm_vibro_axe.iff	4.5	polearm_speed		polearm_toughness	0.0	-35.0	3.0	-35.0	7.0	-31.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	40	2
object/weapon/melee/polearm/polearm_vibro_axe_ranged.iff	4.5	polearm_speed		polearm_toughness	0.0	-35.0	3.0	-35.0	32.0	-31.0	polearm_accuracy	melee_accuracy	melee_defense		polearm	1.0	block	BLOCK	40	2
object/weapon/melee/special/blacksun_razor.iff	3.0	unarmed_speed	unarmed_damage	unarmed_toughness	7.0	0.0	46.0	1.0	7.0	3.0	unarmed_accuracy	melee_accuracy	melee_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	8	1
object/weapon/melee/special/vibroknuckler.iff	2.3	unarmed_speed	unarmed_damage	unarmed_toughness	0.0	10.0	1.0	10.0	5.0	10.0	unarmed_accuracy	melee_accuracy	melee_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	25	1
object/weapon/melee/sword/bestine_quest_sword.iff	3.5	onehandmelee_speed		onehandmelee_toughness	0.0	0.0	0.0	0.0	0.0	0.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen2_ranged.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen3_ranged.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen4_ranged.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_gen5.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	45	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s1_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s1_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s1_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s1_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s10.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s10_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s10_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s10_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s10_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s11.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s11_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s11_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s11_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s11_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s12_gen4_ranged.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	32.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s13.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s13_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s13_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s13_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s13_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s2_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s2_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s2_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s2_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s3_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s3_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s3_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s3_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
